Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Matches,League
466,Gen Shoji,jp JPN,DF,Toulouse,26,1992,1,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
467,Kalidou SidibÃ©,fr FRA,MF,Toulouse,20,1999,4,0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
468,Theoson Siebatcheu,fr FRA,FW,Rennes,23,1996,14,4,435.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.21,0.21,0.0,0.21,1.0,1.0,0.6,0.21,0.13,0.34,0.21,0.34,Matches,ligueOne
469,Kaj Sierhuis,nl NED,FW,Reims,21,1998,1,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
470,Adrien Silva,pt POR,MF,Monaco,30,1989,22,13,1216.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.15,0.15,0.0,0.15,0.5,0.5,1.4,0.04,0.11,0.14,0.04,0.14,Matches,ligueOne
471,Gabriel Silva,br BRA,DF,Saint-Ãtienne,28,1991,4,3,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,ligueOne
472,Matheus Pereira da Silva,br BRA,"MF,FW",Dijon,21,1998,10,6,466.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.1,0.11,0.21,0.32,0.11,0.32,Matches,ligueOne
473,Thiago Silva,br BRA,DF,Paris S-G,34,1984,21,20,1574.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.0,0.01,0.01,0.01,Matches,ligueOne
474,Mohamed Simakan,fr FRA,DF,Strasbourg,19,2000,19,17,1503.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,0.03,0.04,0.08,0.03,0.08,Matches,ligueOne
475,Moses Simon,ng NGA,"FW,MF",Nantes,24,1995,24,23,2002.0,5.0,5.0,0.0,0.0,2.0,0.0,0.22,0.22,0.45,0.22,0.45,6.7,6.7,3.2,0.3,0.14,0.44,0.3,0.44,Matches,ligueOne
476,Ibrahima Sissoko,fr FRA,MF,Strasbourg,21,1997,23,18,1597.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,0.9,0.9,1.3,0.05,0.07,0.12,0.05,0.12,Matches,ligueOne
477,Sambou Sissoko,fr FRA,"MF,FW",Reims,20,1999,3,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
478,Petar Å kuletiÄ,rs SRB,FW,Montpellier,29,1990,5,1,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.1,0.82,0.07,0.89,0.16,0.22,Matches,ligueOne
479,Islam Slimani,dz ALG,FW,Monaco,31,1988,17,14,1266.0,9.0,7.0,1.0,1.0,4.0,1.0,0.64,0.5,1.14,0.57,1.07,10.4,9.7,4.1,0.74,0.29,1.04,0.69,0.98,Matches,ligueOne
480,Oumar Solet,fr FRA,DF,Lyon,19,2000,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
481,Adama Soumaoro,fr FRA,DF,Lille,27,1992,6,4,414.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,0.8,0.8,0.0,0.18,0.0,0.18,0.18,0.18,Matches,ligueOne
482,Boubakary SoumarÃ©,fr FRA,MF,Lille,20,1999,19,15,1207.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.04,0.04,0.0,0.04,Matches,ligueOne
483,Bryan SoumarÃ©,fr FRA,"MF,FW",Dijon,20,1999,12,4,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.08,0.09,0.17,0.08,0.17,Matches,ligueOne
484,Arnaud Souquet,fr FRA,DF,Montpellier,27,1992,24,22,2015.0,2.0,0.0,0.0,0.0,6.0,0.0,0.09,0.0,0.09,0.09,0.09,0.7,0.7,1.2,0.03,0.05,0.08,0.03,0.08,Matches,ligueOne
485,Bassem Srarfi,tn TUN,"FW,DF",Nice,22,1997,3,1,132.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.06,0.06,0.13,0.06,0.13,Matches,ligueOne
486,Vlatko Stojanovski,mk MKD,FW,NÃ®mes,22,1997,6,1,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.4,0.09,0.49,0.4,0.49,Matches,ligueOne
487,Kevin Strootman,nl NED,MF,Marseille,29,1990,24,14,1318.0,2.0,2.0,1.0,1.0,7.0,0.0,0.14,0.14,0.27,0.07,0.2,1.5,0.8,0.8,0.1,0.05,0.16,0.05,0.11,Matches,ligueOne
488,MathÃ­as SuÃ¡rez,uy URU,DF,Montpellier,23,1996,1,1,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
489,Danijel SubaÅ¡iÄ,hr CRO,GK,Monaco,34,1984,1,0,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,0.0,0.0,0.0,,,,,,Matches,ligueOne
490,Stoppila Sunzu,zm ZAM,DF,Metz,30,1989,17,14,1351.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.03,0.0,0.03,0.03,0.03,Matches,ligueOne
491,Issiaga Sylla,gn GUI,DF,Toulouse,25,1994,27,27,2430.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,1.1,1.1,1.6,0.04,0.06,0.1,0.04,0.10,Matches,ligueOne
492,Moussa Sylla,fr FRA,FW,Monaco,19,1999,1,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
493,Eddy Sylvestre,fr FRA,MF,Nice,19,1999,1,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
494,Flavien Tait,fr FRA,"MF,FW",Rennes,26,1993,16,8,790.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11,0.11,0.23,0.11,0.23,1.2,1.2,1.1,0.14,0.12,0.26,0.14,0.26,Matches,ligueOne
495,Mahdi Talal,fr FRA,FW,Amiens,21,1997,2,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
496,Adrien Tameze,cm CMR,MF,Nice,25,1994,8,6,519.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,0.5,0.5,0.4,0.09,0.07,0.16,0.09,0.16,Matches,ligueOne
497,Adil Taoui,fr FRA,MF,Toulouse,17,2001,2,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.45,0.0,0.45,0.45,0.45,Matches,ligueOne
498,Ciprian TÄtÄruÈanu,ro ROU,GK,Lyon,33,1986,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
499,JÃºlio Tavares,cv CPV,FW,Dijon,30,1988,22,21,1907.0,5.0,2.0,1.0,1.0,0.0,0.0,0.24,0.09,0.33,0.19,0.28,7.1,6.3,2.6,0.33,0.12,0.46,0.3,0.42,Matches,ligueOne
500,Ally Taylor,fr FRA,MF,Toulouse,,,1,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.64,0.0,0.64,0.64,0.64,Matches,ligueOne
501,AurÃ©lien TchouamÃ©ni,fr FRA,MF,Bordeaux,19,2000,15,13,1113.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,1.0,1.0,0.1,0.08,0.01,0.09,0.08,0.09,Matches,ligueOne
502,AurÃ©lien TchouamÃ©ni,fr FRA,MF,Monaco,19,2000,3,0,62.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.19,0.03,0.22,0.19,0.22,Matches,ligueOne
503,Martin Terrier,fr FRA,"FW,MF",Lyon,22,1997,21,12,1096.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,1.9,1.9,0.9,0.16,0.08,0.23,0.16,0.23,Matches,ligueOne
504,Kenny Tete,nl NED,DF,Lyon,23,1995,18,9,1063.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,1.2,0.04,0.1,0.14,0.04,0.14,Matches,ligueOne
505,Florian Thauvin,fr FRA,FW,Marseille,26,1993,1,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.87,0.0,0.87,0.87,0.87,Matches,ligueOne
506,Sada Thioub,sn SEN,"MF,FW",Angers,24,1995,22,14,1424.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.13,0.06,0.13,1.2,1.2,1.7,0.07,0.11,0.18,0.07,0.18,Matches,ligueOne
507,Romain Thomas,fr FRA,DF,Angers,31,1988,26,26,2252.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,0.2,0.03,0.01,0.03,0.03,0.03,Matches,ligueOne
508,Adrien Thomasson,fr FRA,MF,Strasbourg,25,1993,25,24,2082.0,8.0,1.0,0.0,0.0,4.0,0.0,0.35,0.04,0.39,0.35,0.39,5.9,5.9,4.2,0.25,0.18,0.43,0.25,0.43,Matches,ligueOne
509,KhÃ©phren Thuram-Ulie,fr FRA,MF,Nice,18,2001,13,6,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches,ligueOne
510,Cheick Timite,ci CIV,"MF,FW",Amiens,21,1997,3,2,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.13,0.12,0.25,0.13,0.25,Matches,ligueOne
511,Karl Toko Ekambi,cm CMR,FW,Lyon,26,1992,6,4,430.0,2.0,1.0,0.0,0.0,1.0,0.0,0.42,0.21,0.63,0.42,0.63,1.2,1.2,0.9,0.25,0.19,0.44,0.25,0.44,Matches,ligueOne
512,Abdoulaye TourÃ©,fr FRA,MF,Nantes,25,1994,25,23,2107.0,3.0,0.0,2.0,2.0,2.0,0.0,0.13,0.0,0.13,0.04,0.04,2.9,1.4,0.8,0.12,0.03,0.16,0.06,0.09,Matches,ligueOne
513,Lucas Tousart,fr FRA,MF,Lyon,22,1997,22,17,1592.0,2.0,2.0,0.0,0.0,3.0,0.0,0.11,0.11,0.23,0.11,0.23,1.2,1.2,0.7,0.07,0.04,0.1,0.07,0.10,Matches,ligueOne
514,Adama TraorÃ©,ml MLI,"FW,MF",Metz,24,1995,14,12,1004.0,1.0,4.0,0.0,0.0,1.0,0.0,0.09,0.36,0.45,0.09,0.45,1.2,1.2,4.1,0.11,0.37,0.47,0.11,0.47,Matches,ligueOne
515,Adama TraorÃ©,ml MLI,MF,Monaco,24,1995,2,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
516,Bertrand TraorÃ©,bf BFA,"FW,MF",Lyon,23,1995,21,13,1141.0,1.0,3.0,0.0,0.0,5.0,0.0,0.08,0.24,0.32,0.08,0.32,2.7,2.7,2.1,0.21,0.17,0.38,0.21,0.38,Matches,ligueOne
517,Charles Traore,ml MLI,DF,Nantes,27,1992,18,18,1562.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,0.2,0.0,0.01,0.02,0.0,0.02,Matches,ligueOne
518,Hamari TraorÃ©,ml MLI,DF,Rennes,27,1992,26,26,2323.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.15,0.15,0.0,0.15,1.0,1.0,2.0,0.04,0.08,0.12,0.04,0.12,Matches,ligueOne
519,IsmaÃ«l TraorÃ©,ci CIV,DF,Angers,32,1986,22,22,1963.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,0.05,0.01,0.06,0.05,0.06,Matches,ligueOne
520,Miguel Trauco,pe PER,DF,Saint-Ãtienne,26,1992,18,16,1408.0,1.0,2.0,0.0,0.0,5.0,0.0,0.06,0.13,0.19,0.06,0.19,0.6,0.6,0.9,0.04,0.06,0.09,0.04,0.09,Matches,ligueOne
521,Matthieu Udol,fr FRA,DF,Metz,23,1996,12,11,1012.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,0.7,0.03,0.06,0.09,0.03,0.09,Matches,ligueOne
522,Hwang Ui-jo,kr KOR,"FW,MF",Bordeaux,26,1992,22,18,1530.0,6.0,2.0,0.0,0.0,2.0,0.0,0.35,0.12,0.47,0.35,0.47,3.5,3.5,0.9,0.2,0.05,0.26,0.2,0.26,Matches,ligueOne
523,William Vainqueur,fr FRA,MF,Toulouse,30,1988,21,21,1723.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.03,0.03,0.05,0.03,0.05,Matches,ligueOne
524,Pierrick Valdivia,fr FRA,MF,NÃ®mes,31,1988,2,1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
525,Antoine Valerio,fr FRA,MF,NÃ®mes,19,1999,5,1,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
526,Luca Valls,fr FRA,FW,NÃ®mes,20,1998,1,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
527,Theo Valls,fr FRA,MF,NÃ®mes,23,1995,22,20,1630.0,1.0,1.0,0.0,0.0,1.0,1.0,0.06,0.06,0.11,0.06,0.11,1.0,1.0,1.9,0.05,0.1,0.16,0.05,0.16,Matches,ligueOne
528,Thibaut Vargas,fr FRA,DF,Montpellier,19,2000,2,1,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,ligueOne
529,Marco Verratti,it ITA,MF,Paris S-G,26,1992,20,15,1482.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.3,0.3,0.0,0.3,0.2,0.2,3.1,0.01,0.19,0.2,0.01,0.20,Matches,ligueOne
530,ClÃ©ment Vidal,fr FRA,DF,Montpellier,19,2000,1,1,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
531,Molla WaguÃ©,ml MLI,DF,Nantes,28,1991,9,8,681.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches,ligueOne
532,Moussa WaguÃ©,sn SEN,"DF,FW",Nice,20,1998,3,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.72,0.72,0.0,0.72,Matches,ligueOne
533,RÃ©mi Walter,fr FRA,MF,Nice,24,1995,1,1,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,ligueOne
534,Timothy Weah,us USA,MF,Lille,19,2000,3,1,84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.31,0.36,0.04,0.36,Matches,ligueOne
535,Xeka,pt POR,MF,Lille,24,1994,16,8,703.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,0.15,0.14,0.29,0.15,0.29,Matches,ligueOne
536,Yusuf YazÄ±cÄ±,tr TUR,"MF,FW",Lille,22,1997,18,9,843.0,1.0,4.0,1.0,1.0,2.0,1.0,0.11,0.43,0.53,0.0,0.43,2.0,1.2,2.6,0.21,0.27,0.49,0.13,0.40,Matches,ligueOne
537,Elie Youan,fr FRA,FW,Nantes,20,1999,5,2,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.22,0.02,0.24,0.22,0.24,Matches,ligueOne
538,Zaydou Youssouf,fr FRA,MF,Saint-Ãtienne,20,1999,16,9,1074.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,0.06,0.05,0.11,0.06,0.11,Matches,ligueOne
539,Arthur Zagre,fr FRA,MF,Paris S-G,17,2001,1,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
540,Mootaz Zemzemi,tn TUN,MF,Strasbourg,19,1999,1,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.28,0.35,0.07,0.35,Matches,ligueOne
541,Arber Zeneli,xk KVX,MF,Reims,24,1995,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,ligueOne
542,KÃ©vin Zohi,ci CIV,"FW,MF",Strasbourg,22,1996,17,5,525.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17,0.17,0.34,0.17,0.34,1.5,1.5,0.6,0.26,0.11,0.37,0.26,0.37,Matches,ligueOne
543,Bongani Zungu,za RSA,MF,Amiens,26,1992,20,9,895.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,0.3,0.3,0.3,0.03,0.03,0.05,0.03,0.05,Matches,ligueOne
1,Francesco Acerbi,it ITA,DF,Lazio,31,1988,24,24,2116.0,2.0,2.0,0.0,0.0,4.0,0.0,0.09,0.09,0.17,0.09,0.17,1.5,1.5,1.2,0.07,0.05,0.12,0.07,0.12,Matches,serieA
2,Bobby Adekanye,nl NED,FW,Lazio,20,1999,3,0,77.0,1.0,0.0,0.0,0.0,1.0,0.0,1.17,0.0,1.17,1.17,1.17,1.0,1.0,0.0,1.21,0.0,1.21,1.21,1.21,Matches,serieA
3,Claud Adjapong,it ITA,DF,Hellas Verona,21,1998,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,serieA
4,Lucien Agoume,fr FRA,MF,Inter,17,2002,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,serieA
5,Kevin Agudelo,co COL,DF,Fiorentina,20,1998,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,serieA
6,Kevin Agudelo,co COL,"MF,FW",Genoa,20,1998,10,7,666.0,1.0,1.0,0.0,0.0,5.0,1.0,0.14,0.14,0.27,0.14,0.27,1.0,1.0,1.4,0.13,0.18,0.32,0.13,0.32,Matches,serieA
7,Emmanuel Agyemang-Badu,gh GHA,"FW,MF",Hellas Verona,28,1990,3,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,serieA
8,Ola Aina,ng NGA,DF,Torino,22,1996,20,15,1457.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.3,0.01,0.08,0.09,0.01,0.09,Matches,serieA
9,Luis Alberto,es ESP,MF,Lazio,26,1992,25,25,2153.0,4.0,12.0,1.0,1.0,4.0,0.0,0.17,0.5,0.67,0.13,0.63,5.2,4.4,7.6,0.22,0.32,0.54,0.18,0.50,Matches,serieA
10,Enrico Alfonso,it ITA,GK,Brescia,31,1988,4,4,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,serieA
11,Allan,br BRA,MF,Napoli,28,1991,16,14,1094.0,1.0,1.0,0.0,0.0,3.0,0.0,0.08,0.08,0.16,0.08,0.16,0.5,0.5,1.2,0.04,0.1,0.14,0.04,0.14,Matches,serieA
12,Bruno Alves,pt POR,DF,Parma,37,1981,20,19,1716.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.04,0.01,0.05,0.04,0.05,Matches,serieA
13,Sofyan Amrabat,ma MAR,MF,Hellas Verona,22,1996,22,21,1865.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.1,0.06,0.06,0.11,0.06,0.11,Matches,serieA
14,Lorenzo Andrenacci,it ITA,GK,Brescia,24,1995,1,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,serieA
15,Peter Ankersen,dk DEN,DF,Genoa,28,1990,15,9,843.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,0.7,0.7,0.8,0.08,0.08,0.16,0.08,0.16,Matches,serieA
16,Cristian Ansaldi,ar ARG,"DF,MF",Torino,32,1986,16,14,1175.0,4.0,3.0,0.0,0.0,7.0,0.0,0.31,0.23,0.54,0.31,0.54,1.3,1.3,2.0,0.1,0.15,0.25,0.1,0.25,Matches,serieA
17,Mirko Antonucci,it ITA,"FW,MF",Roma,20,1999,2,0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.17,0.0,0.17,0.17,0.17,Matches,serieA
18,Guilherme Arana,br BRA,DF,Atalanta,22,1997,4,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,serieA
19,Kwadwo Asamoah,gh GHA,DF,Inter,30,1988,8,7,639.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,0.1,0.1,0.7,0.01,0.1,0.11,0.01,0.11,Matches,serieA
20,Emil Audero,it ITA,GK,Sampdoria,22,1997,24,24,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,serieA
21,Tommaso Augello,it ITA,DF,Sampdoria,24,1994,5,2,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.22,0.22,0.0,0.22,Matches,serieA
22,Florian AyÃ©,fr FRA,FW,Brescia,22,1997,14,10,903.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.1,0.16,0.01,0.18,0.16,0.18,Matches,serieA
23,Khouma Babacar,sn SEN,FW,Lecce,26,1993,17,12,991.0,2.0,0.0,0.0,2.0,2.0,0.0,0.18,0.0,0.18,0.18,0.18,4.9,3.2,0.9,0.44,0.08,0.52,0.29,0.37,Matches,serieA
24,Milan Badelj,hr CRO,MF,Fiorentina,30,1989,18,16,1286.0,1.0,0.0,0.0,0.0,3.0,1.0,0.07,0.0,0.07,0.07,0.07,1.3,1.3,0.8,0.09,0.06,0.15,0.09,0.15,Matches,serieA
25,Mario Balotelli,it ITA,FW,Brescia,28,1990,18,15,1331.0,5.0,0.0,0.0,0.0,5.0,1.0,0.34,0.0,0.34,0.34,0.34,6.8,6.8,0.5,0.46,0.03,0.49,0.46,0.49,Matches,serieA
26,Mattia Bani,it ITA,DF,Bologna,25,1993,22,22,1871.0,4.0,0.0,0.0,0.0,13.0,1.0,0.19,0.0,0.19,0.19,0.19,2.9,2.9,0.1,0.14,0.0,0.14,0.14,0.14,Matches,serieA
27,AntonÃ­n BarÃ¡k,cz CZE,MF,Lecce,24,1994,4,4,360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.14,0.0,0.14,0.14,0.14,Matches,serieA
28,AntonÃ­n BarÃ¡k,cz CZE,MF,Udinese,24,1994,8,1,189.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.05,0.1,0.15,0.05,0.15,Matches,serieA
29,NicolÃ² Barella,it ITA,MF,Inter,22,1997,19,15,1356.0,1.0,3.0,0.0,0.0,8.0,0.0,0.07,0.2,0.27,0.07,0.27,1.1,1.1,1.2,0.08,0.08,0.15,0.08,0.15,Matches,serieA
30,Antonino BarillÃ,it ITA,MF,Parma,31,1988,18,15,1244.0,1.0,0.0,0.0,0.0,5.0,0.0,0.07,0.0,0.07,0.07,0.07,1.3,1.3,0.8,0.09,0.06,0.15,0.09,0.15,Matches,serieA
31,Antonio Barreca,it ITA,DF,Genoa,24,1995,9,8,658.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.1,0.1,0.3,0.02,0.04,0.06,0.02,0.06,Matches,serieA
32,Ãdgar Barreto,py PAR,MF,Sampdoria,35,1984,2,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,serieA
